operator,workload,parameters,flagos_time_ms,baseline_time_ms,speedup,flagos_gflops,baseline_gflops
group_gemm,deepseek_v4_pro_decode_num_groups8_tokens_per_group16,"K=3072, N=7168, dtype=bf16, num_groups=8, tokens_per_group=16",0.2338,0.3807,1.6283,24115.76,14807.41
group_gemm,deepseek_v4_pro_decode_num_groups8_tokens_per_group64,"K=3072, N=7168, dtype=bf16, num_groups=8, tokens_per_group=64",0.2341,0.3815,1.6296,96312.19,59107.26
group_gemm,deepseek_v4_pro_decode_num_groups32_tokens_per_group4,"K=3072, N=7168, dtype=bf16, num_groups=32, tokens_per_group=4",0.7969,1.4017,1.7589,7073.83,4021.72
group_gemm,deepseek_v4_pro_decode_num_groups32_tokens_per_group16,"K=3072, N=7168, dtype=bf16, num_groups=32, tokens_per_group=16",0.7947,1.4026,1.7649,28374.29,16076.26
group_gemm,deepseek_v4_pro_decode_num_groups32_tokens_per_group64,"K=3072, N=7168, dtype=bf16, num_groups=32, tokens_per_group=64",0.7978,1.4040,1.7598,113057.55,64242.31
group_gemm,deepseek_v4_pro_decode_num_groups64_tokens_per_group4,"K=3072, N=7168, dtype=bf16, num_groups=64, tokens_per_group=4",1.4752,2.7827,1.8863,7642.40,4051.61
group_gemm,deepseek_v4_pro_decode_num_groups64_tokens_per_group16,"K=3072, N=7168, dtype=bf16, num_groups=64, tokens_per_group=16",1.4750,2.7838,1.8873,30574.44,16199.83
group_gemm,deepseek_v4_pro_decode_num_groups128_tokens_per_group8,"K=3072, N=7168, dtype=bf16, num_groups=128, tokens_per_group=8",2.9369,5.5455,1.8882,15355.41,8132.15
group_gemm,deepseek_v4_pro_decode_num_groups128_tokens_per_group32,"K=3072, N=7168, dtype=bf16, num_groups=128, tokens_per_group=32",2.9054,5.5474,1.9093,62087.38,32517.81
group_gemm,glm_4.7_flash_decode_num_groups8_tokens_per_group4,"K=1536, N=2048, dtype=bf16, num_groups=8, tokens_per_group=4",0.0696,0.0817,1.1739,2890.70,2464.92
group_gemm,glm_4.7_flash_decode_num_groups8_tokens_per_group16,"K=1536, N=2048, dtype=bf16, num_groups=8, tokens_per_group=16",0.0787,0.0799,1.0152,10233.92,10082.66
group_gemm,glm_4.7_flash_decode_num_groups8_tokens_per_group64,"K=1536, N=2048, dtype=bf16, num_groups=8, tokens_per_group=64",0.0783,0.0801,1.0230,41165.02,40213.20
group_gemm,glm_4.7_flash_decode_num_groups32_tokens_per_group4,"K=1536, N=2048, dtype=bf16, num_groups=32, tokens_per_group=4",0.1759,0.2301,1.3081,4579.18,3499.36
group_gemm,glm_4.7_flash_decode_num_groups32_tokens_per_group16,"K=1536, N=2048, dtype=bf16, num_groups=32, tokens_per_group=16",0.1762,0.2298,1.3042,18285.23,14014.88
group_gemm,glm_4.7_flash_decode_num_groups32_tokens_per_group64,"K=1536, N=2048, dtype=bf16, num_groups=32, tokens_per_group=64",0.1775,0.2323,1.3087,72575.10,55462.18
group_gemm,glm_4.7_flash_decode_num_groups64_tokens_per_group4,"K=1536, N=2048, dtype=bf16, num_groups=64, tokens_per_group=4",0.2750,0.4247,1.5444,5857.54,3792.51
group_gemm,glm_4.7_flash_decode_num_groups64_tokens_per_group16,"K=1536, N=2048, dtype=bf16, num_groups=64, tokens_per_group=16",0.2746,0.4293,1.5634,23464.39,15005.95
group_gemm,glm_4.7_flash_decode_num_groups128_tokens_per_group8,"K=1536, N=2048, dtype=bf16, num_groups=128, tokens_per_group=8",0.5037,0.8162,1.6204,12790.37,7893.45
group_gemm,glm_4.7_flash_decode_num_groups128_tokens_per_group32,"K=1536, N=2048, dtype=bf16, num_groups=128, tokens_per_group=32",0.5088,0.8167,1.6051,50647.28,31552.75
group_gemm,glm_5.2_decode_num_groups8_tokens_per_group4,"K=2048, N=6144, dtype=bf16, num_groups=8, tokens_per_group=4",0.1369,0.2205,1.6107,5880.65,3651.79
group_gemm,glm_5.2_decode_num_groups8_tokens_per_group16,"K=2048, N=6144, dtype=bf16, num_groups=8, tokens_per_group=16",0.1720,0.2207,1.2831,18731.40,14595.78
group_gemm,glm_5.2_decode_num_groups8_tokens_per_group64,"K=2048, N=6144, dtype=bf16, num_groups=8, tokens_per_group=64",0.1735,0.2212,1.2749,74285.18,58259.11
group_gemm,glm_5.2_decode_num_groups32_tokens_per_group4,"K=2048, N=6144, dtype=bf16, num_groups=32, tokens_per_group=4",0.4665,0.8212,1.7603,6904.55,3922.45
group_gemm,glm_5.2_decode_num_groups32_tokens_per_group16,"K=2048, N=6144, dtype=bf16, num_groups=32, tokens_per_group=16",0.4678,0.8205,1.7540,27540.88,15703.15
group_gemm,glm_5.2_decode_num_groups32_tokens_per_group64,"K=2048, N=6144, dtype=bf16, num_groups=32, tokens_per_group=64",0.4717,0.8216,1.7418,109257.42,62728.70
group_gemm,glm_5.2_decode_num_groups64_tokens_per_group4,"K=2048, N=6144, dtype=bf16, num_groups=64, tokens_per_group=4",0.8856,1.6026,1.8096,7274.94,4020.02
group_gemm,glm_5.2_decode_num_groups64_tokens_per_group16,"K=2048, N=6144, dtype=bf16, num_groups=64, tokens_per_group=16",0.8888,1.6026,1.8031,28992.38,16079.94
group_gemm,glm_5.2_decode_num_groups128_tokens_per_group8,"K=2048, N=6144, dtype=bf16, num_groups=128, tokens_per_group=8",1.7276,3.1837,1.8428,14916.93,8094.33
group_gemm,glm_5.2_decode_num_groups128_tokens_per_group32,"K=2048, N=6144, dtype=bf16, num_groups=128, tokens_per_group=32",1.7343,3.1846,1.8362,59436.61,32367.68
group_gemm,qwen3.6_35b_a3b_decode_num_groups8_tokens_per_group4,"K=512, N=2048, dtype=bf16, num_groups=8, tokens_per_group=4",0.0539,0.0393,0.7291,1246.13,1706.54
group_gemm,qwen3.6_35b_a3b_decode_num_groups8_tokens_per_group16,"K=512, N=2048, dtype=bf16, num_groups=8, tokens_per_group=16",0.0576,0.0394,0.6840,4661.92,6812.31
group_gemm,qwen3.6_35b_a3b_decode_num_groups8_tokens_per_group64,"K=512, N=2048, dtype=bf16, num_groups=8, tokens_per_group=64",0.0581,0.0399,0.6867,18467.04,26943.99
group_gemm,qwen3.6_35b_a3b_decode_num_groups32_tokens_per_group4,"K=512, N=2048, dtype=bf16, num_groups=32, tokens_per_group=4",0.0955,0.0901,0.9435,2812.19,2978.52
group_gemm,qwen3.6_35b_a3b_decode_num_groups32_tokens_per_group16,"K=512, N=2048, dtype=bf16, num_groups=32, tokens_per_group=16",0.0958,0.0900,0.9395,11209.62,11927.50
group_gemm,qwen3.6_35b_a3b_decode_num_groups32_tokens_per_group64,"K=512, N=2048, dtype=bf16, num_groups=32, tokens_per_group=64",0.0975,0.0904,0.9272,44055.07,47528.03
group_gemm,qwen3.6_35b_a3b_decode_num_groups64_tokens_per_group4,"K=512, N=2048, dtype=bf16, num_groups=64, tokens_per_group=4",0.1344,0.1553,1.1555,3993.71,3457.13
group_gemm,qwen3.6_35b_a3b_decode_num_groups64_tokens_per_group16,"K=512, N=2048, dtype=bf16, num_groups=64, tokens_per_group=16",0.1355,0.1554,1.1469,15843.07,13817.14
group_gemm,qwen3.6_35b_a3b_decode_num_groups128_tokens_per_group8,"K=512, N=2048, dtype=bf16, num_groups=128, tokens_per_group=8",0.2237,0.2858,1.2776,9598.27,7514.21
group_gemm,qwen3.6_35b_a3b_decode_num_groups128_tokens_per_group32,"K=512, N=2048, dtype=bf16, num_groups=128, tokens_per_group=32",0.2262,0.2866,1.2670,37972.16,29968.58
group_gemm,qwen3.8-2.4t-a95b_decode_num_groups8_tokens_per_group4,"K=2048, N=8192, dtype=bf16, num_groups=8, tokens_per_group=4",0.1734,0.3007,1.7341,6193.16,3570.67
group_gemm,qwen3.8-2.4t-a95b_decode_num_groups8_tokens_per_group16,"K=2048, N=8192, dtype=bf16, num_groups=8, tokens_per_group=16",0.2144,0.3014,1.4058,20027.83,14249.27
group_gemm,qwen3.8-2.4t-a95b_decode_num_groups8_tokens_per_group64,"K=2048, N=8192, dtype=bf16, num_groups=8, tokens_per_group=64",0.2158,0.3020,1.3994,79622.66,56887.59
group_gemm,qwen3.8-2.4t-a95b_decode_num_groups32_tokens_per_group4,"K=2048, N=8192, dtype=bf16, num_groups=32, tokens_per_group=4",0.6344,1.0823,1.7060,6769.87,3968.27
group_gemm,qwen3.8-2.4t-a95b_decode_num_groups32_tokens_per_group16,"K=2048, N=8192, dtype=bf16, num_groups=32, tokens_per_group=16",0.6348,1.0817,1.7040,27063.85,15881.74
group_gemm,qwen3.8-2.4t-a95b_decode_num_groups32_tokens_per_group64,"K=2048, N=8192, dtype=bf16, num_groups=32, tokens_per_group=64",0.6397,1.0825,1.6922,107416.45,63481.38
group_gemm,qwen3.8-2.4t-a95b_decode_num_groups64_tokens_per_group4,"K=2048, N=8192, dtype=bf16, num_groups=64, tokens_per_group=4",1.1806,2.1398,1.8125,7276.11,4014.39
group_gemm,qwen3.8-2.4t-a95b_decode_num_groups64_tokens_per_group16,"K=2048, N=8192, dtype=bf16, num_groups=64, tokens_per_group=16",1.1815,2.1399,1.8112,29081.69,16056.67
group_gemm,qwen3.8-2.4t-a95b_decode_num_groups128_tokens_per_group8,"K=2048, N=8192, dtype=bf16, num_groups=128, tokens_per_group=8",2.2755,4.2402,1.8634,15099.67,8103.30
group_gemm,qwen3.8-2.4t-a95b_decode_num_groups128_tokens_per_group32,"K=2048, N=8192, dtype=bf16, num_groups=128, tokens_per_group=32",2.2771,4.2434,1.8635,60356.36,32389.10
grouped_topk,deepseek_v3.2_decode_num_tokens1,"num_experts=256, n_group=8, topk_group=4, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=1",0.0740,0.0177,0.2392,0.03,0.12
grouped_topk,deepseek_v3.2_decode_num_tokens8,"num_experts=256, n_group=8, topk_group=4, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=8",0.0745,0.0175,0.2349,0.22,0.94
grouped_topk,deepseek_v3.2_decode_num_tokens32,"num_experts=256, n_group=8, topk_group=4, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=32",0.0742,0.0176,0.2372,0.88,3.73
grouped_topk,deepseek_v3.2_decode_num_tokens64,"num_experts=256, n_group=8, topk_group=4, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=64",0.0729,0.0173,0.2373,1.80,7.56
grouped_topk,deepseek_v3.2_mixed_num_tokens128,"num_experts=256, n_group=8, topk_group=4, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=128",0.0761,0.0174,0.2286,3.45,15.04
grouped_topk,deepseek_v3.2_mixed_num_tokens256,"num_experts=256, n_group=8, topk_group=4, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=256",0.0729,0.0178,0.2442,7.19,29.53
grouped_topk,deepseek_v3.2_prefill_num_tokens512,"num_experts=256, n_group=8, topk_group=4, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=512",0.0727,0.0180,0.2476,14.43,58.16
grouped_topk,deepseek_v3.2_prefill_num_tokens1024,"num_experts=256, n_group=8, topk_group=4, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=1024",0.0752,0.0188,0.2500,27.87,111.66
grouped_topk,deepseek_v3.2_prefill_num_tokens2048,"num_experts=256, n_group=8, topk_group=4, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=2048",0.0847,0.0233,0.2751,49.53,179.66
grouped_topk,deepseek_v3.2_prefill_num_tokens4096,"num_experts=256, n_group=8, topk_group=4, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=4096",0.1061,0.0325,0.3063,79.09,257.74
grouped_topk,glm_4.7_flash_decode_num_tokens1,"num_experts=64, n_group=1, topk_group=1, topk=4, routed_scaling_factor=1.8, scoring_func=0, num_tokens=1",0.0615,0.0173,0.2813,0.01,0.02
grouped_topk,glm_4.7_flash_decode_num_tokens8,"num_experts=64, n_group=1, topk_group=1, topk=4, routed_scaling_factor=1.8, scoring_func=0, num_tokens=8",0.0629,0.0175,0.2782,0.05,0.18
grouped_topk,glm_4.7_flash_decode_num_tokens32,"num_experts=64, n_group=1, topk_group=1, topk=4, routed_scaling_factor=1.8, scoring_func=0, num_tokens=32",0.0630,0.0173,0.2746,0.20,0.71
grouped_topk,glm_4.7_flash_decode_num_tokens64,"num_experts=64, n_group=1, topk_group=1, topk=4, routed_scaling_factor=1.8, scoring_func=0, num_tokens=64",0.0628,0.0174,0.2771,0.39,1.41
grouped_topk,glm_4.7_flash_mixed_num_tokens128,"num_experts=64, n_group=1, topk_group=1, topk=4, routed_scaling_factor=1.8, scoring_func=0, num_tokens=128",0.0619,0.0173,0.2795,0.79,2.84
grouped_topk,glm_4.7_flash_mixed_num_tokens256,"num_experts=64, n_group=1, topk_group=1, topk=4, routed_scaling_factor=1.8, scoring_func=0, num_tokens=256",0.0619,0.0177,0.2859,1.59,5.56
grouped_topk,glm_4.7_flash_prefill_num_tokens512,"num_experts=64, n_group=1, topk_group=1, topk=4, routed_scaling_factor=1.8, scoring_func=0, num_tokens=512",0.0622,0.0173,0.2781,3.16,11.34
grouped_topk,glm_4.7_flash_prefill_num_tokens1024,"num_experts=64, n_group=1, topk_group=1, topk=4, routed_scaling_factor=1.8, scoring_func=0, num_tokens=1024",0.0623,0.0179,0.2873,6.31,21.96
grouped_topk,glm_4.7_flash_prefill_num_tokens2048,"num_experts=64, n_group=1, topk_group=1, topk=4, routed_scaling_factor=1.8, scoring_func=0, num_tokens=2048",0.0632,0.0188,0.2975,12.45,41.89
grouped_topk,glm_4.7_flash_prefill_num_tokens4096,"num_experts=64, n_group=1, topk_group=1, topk=4, routed_scaling_factor=1.8, scoring_func=0, num_tokens=4096",0.0662,0.0237,0.3580,23.77,66.26
grouped_topk,glm_5.2_decode_num_tokens1,"num_experts=256, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=1",0.0736,0.0172,0.2337,0.03,0.12
grouped_topk,glm_5.2_decode_num_tokens8,"num_experts=256, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=8",0.0734,0.0173,0.2357,0.22,0.94
grouped_topk,glm_5.2_decode_num_tokens32,"num_experts=256, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=32",0.0727,0.0175,0.2407,0.90,3.75
grouped_topk,glm_5.2_decode_num_tokens64,"num_experts=256, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=64",0.0726,0.0174,0.2397,1.81,7.52
grouped_topk,glm_5.2_mixed_num_tokens128,"num_experts=256, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=128",0.0732,0.0179,0.2445,3.58,14.65
grouped_topk,glm_5.2_mixed_num_tokens256,"num_experts=256, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=256",0.0726,0.0179,0.2466,7.22,29.36
grouped_topk,glm_5.2_prefill_num_tokens512,"num_experts=256, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=512",0.0732,0.0187,0.2555,14.33,55.96
grouped_topk,glm_5.2_prefill_num_tokens1024,"num_experts=256, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=1024",0.0729,0.0215,0.2949,28.78,97.60
grouped_topk,glm_5.2_prefill_num_tokens2048,"num_experts=256, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=2048",0.0778,0.0288,0.3702,53.95,145.62
grouped_topk,glm_5.2_prefill_num_tokens4096,"num_experts=256, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.5, scoring_func=1, num_tokens=4096",0.0907,0.0432,0.4763,92.52,194.01
grouped_topk,kimi_k2.6_decode_num_tokens1,"num_experts=384, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.827, scoring_func=1, num_tokens=1",0.0753,0.0174,0.2311,0.04,0.19
grouped_topk,kimi_k2.6_decode_num_tokens8,"num_experts=384, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.827, scoring_func=1, num_tokens=8",0.0756,0.0175,0.2315,0.35,1.51
grouped_topk,kimi_k2.6_decode_num_tokens32,"num_experts=384, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.827, scoring_func=1, num_tokens=32",0.0757,0.0174,0.2299,1.39,6.06
grouped_topk,kimi_k2.6_decode_num_tokens64,"num_experts=384, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.827, scoring_func=1, num_tokens=64",0.0751,0.0175,0.2330,2.81,12.03
grouped_topk,kimi_k2.6_mixed_num_tokens128,"num_experts=384, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.827, scoring_func=1, num_tokens=128",0.0752,0.0177,0.2354,5.61,23.78
grouped_topk,kimi_k2.6_mixed_num_tokens256,"num_experts=384, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.827, scoring_func=1, num_tokens=256",0.0749,0.0180,0.2403,11.27,46.99
grouped_topk,kimi_k2.6_prefill_num_tokens512,"num_experts=384, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.827, scoring_func=1, num_tokens=512",0.0752,0.0188,0.2500,22.44,89.98
grouped_topk,kimi_k2.6_prefill_num_tokens1024,"num_experts=384, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.827, scoring_func=1, num_tokens=1024",0.0758,0.0217,0.2863,44.54,155.84
grouped_topk,kimi_k2.6_prefill_num_tokens2048,"num_experts=384, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.827, scoring_func=1, num_tokens=2048",0.0811,0.0290,0.3576,83.23,233.19
grouped_topk,kimi_k2.6_prefill_num_tokens4096,"num_experts=384, n_group=1, topk_group=1, topk=8, routed_scaling_factor=2.827, scoring_func=1, num_tokens=4096",0.0950,0.0435,0.4579,142.09,310.50
grouped_topk,kimi_k3_decode_num_tokens1,"num_experts=896, n_group=1, topk_group=1, topk=16, routed_scaling_factor=1.0, scoring_func=1, num_tokens=1",0.0752,0.0268,0.3564,0.12,0.33
grouped_topk,kimi_k3_decode_num_tokens8,"num_experts=896, n_group=1, topk_group=1, topk=16, routed_scaling_factor=1.0, scoring_func=1, num_tokens=8",0.0756,0.0267,0.3532,0.93,2.63
grouped_topk,kimi_k3_decode_num_tokens32,"num_experts=896, n_group=1, topk_group=1, topk=16, routed_scaling_factor=1.0, scoring_func=1, num_tokens=32",0.0758,0.0269,0.3549,3.71,10.45
grouped_topk,kimi_k3_decode_num_tokens64,"num_experts=896, n_group=1, topk_group=1, topk=16, routed_scaling_factor=1.0, scoring_func=1, num_tokens=64",0.0750,0.0271,0.3613,7.50,20.77
grouped_topk,kimi_k3_mixed_num_tokens128,"num_experts=896, n_group=1, topk_group=1, topk=16, routed_scaling_factor=1.0, scoring_func=1, num_tokens=128",0.0757,0.0271,0.3580,14.86,41.50
grouped_topk,kimi_k3_mixed_num_tokens256,"num_experts=896, n_group=1, topk_group=1, topk=16, routed_scaling_factor=1.0, scoring_func=1, num_tokens=256",0.0760,0.0274,0.3605,29.59,82.24
grouped_topk,kimi_k3_prefill_num_tokens512,"num_experts=896, n_group=1, topk_group=1, topk=16, routed_scaling_factor=1.0, scoring_func=1, num_tokens=512",0.0780,0.0288,0.3692,57.65,156.42
grouped_topk,kimi_k3_prefill_num_tokens1024,"num_experts=896, n_group=1, topk_group=1, topk=16, routed_scaling_factor=1.0, scoring_func=1, num_tokens=1024",0.0880,0.0306,0.3477,102.31,294.10
grouped_topk,kimi_k3_prefill_num_tokens2048,"num_experts=896, n_group=1, topk_group=1, topk=16, routed_scaling_factor=1.0, scoring_func=1, num_tokens=2048",0.1051,0.0375,0.3568,171.23,479.38
grouped_topk,kimi_k3_prefill_num_tokens4096,"num_experts=896, n_group=1, topk_group=1, topk=16, routed_scaling_factor=1.0, scoring_func=1, num_tokens=4096",0.1401,0.0597,0.4261,256.98,602.95
indexer_k_quant_and_cache,deepseek_v3.2_decode_num_tokens1,"index_n_heads=64, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=1",0.0380,0.0139,0.3658,0.01,0.03
indexer_k_quant_and_cache,deepseek_v3.2_decode_num_tokens8,"index_n_heads=64, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=8",0.0382,0.0135,0.3534,0.08,0.23
indexer_k_quant_and_cache,deepseek_v3.2_decode_num_tokens32,"index_n_heads=64, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=32",0.0393,0.0133,0.3384,0.31,0.92
indexer_k_quant_and_cache,deepseek_v3.2_decode_num_tokens64,"index_n_heads=64, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=64",0.0379,0.0134,0.3536,0.65,1.84
indexer_k_quant_and_cache,deepseek_v3.2_mixed_num_tokens128,"index_n_heads=64, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=128",0.0373,0.0134,0.3592,1.32,3.67
indexer_k_quant_and_cache,deepseek_v3.2_mixed_num_tokens256,"index_n_heads=64, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=256",0.0376,0.0132,0.3511,2.61,7.46
indexer_k_quant_and_cache,deepseek_v3.2_prefill_num_tokens512,"index_n_heads=64, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=512",0.0372,0.0135,0.3629,5.28,14.61
indexer_k_quant_and_cache,deepseek_v3.2_prefill_num_tokens1024,"index_n_heads=64, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=1024",0.0377,0.0135,0.3581,10.43,29.16
indexer_k_quant_and_cache,deepseek_v3.2_prefill_num_tokens2048,"index_n_heads=64, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=2048",0.0372,0.0137,0.3683,21.11,57.47
indexer_k_quant_and_cache,deepseek_v3.2_prefill_num_tokens4096,"index_n_heads=64, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=4096",0.0373,0.0144,0.3861,42.12,109.34
indexer_k_quant_and_cache,deepseek_v4_flash_decode_num_tokens1,"index_n_heads=64, index_head_dim=128, index_topk=512, dtype=bf16, num_tokens=1",0.0364,0.0136,0.3736,0.01,0.03
indexer_k_quant_and_cache,deepseek_v4_flash_decode_num_tokens8,"index_n_heads=64, index_head_dim=128, index_topk=512, dtype=bf16, num_tokens=8",0.0360,0.0133,0.3694,0.09,0.23
indexer_k_quant_and_cache,deepseek_v4_flash_decode_num_tokens32,"index_n_heads=64, index_head_dim=128, index_topk=512, dtype=bf16, num_tokens=32",0.0363,0.0134,0.3691,0.34,0.92
indexer_k_quant_and_cache,deepseek_v4_flash_decode_num_tokens64,"index_n_heads=64, index_head_dim=128, index_topk=512, dtype=bf16, num_tokens=64",0.0361,0.0133,0.3684,0.68,1.85
indexer_k_quant_and_cache,deepseek_v4_flash_mixed_num_tokens128,"index_n_heads=64, index_head_dim=128, index_topk=512, dtype=bf16, num_tokens=128",0.0361,0.0133,0.3684,1.36,3.69
indexer_k_quant_and_cache,deepseek_v4_flash_mixed_num_tokens256,"index_n_heads=64, index_head_dim=128, index_topk=512, dtype=bf16, num_tokens=256",0.0363,0.0135,0.3719,2.71,7.26
indexer_k_quant_and_cache,deepseek_v4_flash_prefill_num_tokens512,"index_n_heads=64, index_head_dim=128, index_topk=512, dtype=bf16, num_tokens=512",0.0363,0.0135,0.3719,5.42,14.61
indexer_k_quant_and_cache,deepseek_v4_flash_prefill_num_tokens1024,"index_n_heads=64, index_head_dim=128, index_topk=512, dtype=bf16, num_tokens=1024",0.0364,0.0135,0.3709,10.81,29.02
indexer_k_quant_and_cache,deepseek_v4_flash_prefill_num_tokens2048,"index_n_heads=64, index_head_dim=128, index_topk=512, dtype=bf16, num_tokens=2048",0.0365,0.0139,0.3808,21.52,56.61
indexer_k_quant_and_cache,deepseek_v4_flash_prefill_num_tokens4096,"index_n_heads=64, index_head_dim=128, index_topk=512, dtype=bf16, num_tokens=4096",0.0371,0.0144,0.3881,42.34,109.12
indexer_k_quant_and_cache,deepseek_v4_pro_decode_num_tokens1,"index_n_heads=64, index_head_dim=128, index_topk=1024, dtype=bf16, num_tokens=1",0.0371,0.0135,0.3639,0.01,0.03
indexer_k_quant_and_cache,deepseek_v4_pro_decode_num_tokens8,"index_n_heads=64, index_head_dim=128, index_topk=1024, dtype=bf16, num_tokens=8",0.0371,0.0135,0.3639,0.08,0.23
indexer_k_quant_and_cache,deepseek_v4_pro_decode_num_tokens32,"index_n_heads=64, index_head_dim=128, index_topk=1024, dtype=bf16, num_tokens=32",0.0354,0.0133,0.3757,0.35,0.92
indexer_k_quant_and_cache,deepseek_v4_pro_decode_num_tokens64,"index_n_heads=64, index_head_dim=128, index_topk=1024, dtype=bf16, num_tokens=64",0.0365,0.0134,0.3671,0.67,1.84
indexer_k_quant_and_cache,deepseek_v4_pro_mixed_num_tokens128,"index_n_heads=64, index_head_dim=128, index_topk=1024, dtype=bf16, num_tokens=128",0.0358,0.0134,0.3743,1.37,3.67
indexer_k_quant_and_cache,deepseek_v4_pro_mixed_num_tokens256,"index_n_heads=64, index_head_dim=128, index_topk=1024, dtype=bf16, num_tokens=256",0.0362,0.0132,0.3646,2.71,7.47
indexer_k_quant_and_cache,deepseek_v4_pro_prefill_num_tokens512,"index_n_heads=64, index_head_dim=128, index_topk=1024, dtype=bf16, num_tokens=512",0.0360,0.0132,0.3667,5.47,14.86
indexer_k_quant_and_cache,deepseek_v4_pro_prefill_num_tokens1024,"index_n_heads=64, index_head_dim=128, index_topk=1024, dtype=bf16, num_tokens=1024",0.0363,0.0133,0.3664,10.83,29.61
indexer_k_quant_and_cache,deepseek_v4_pro_prefill_num_tokens2048,"index_n_heads=64, index_head_dim=128, index_topk=1024, dtype=bf16, num_tokens=2048",0.0351,0.0135,0.3846,22.41,58.16
indexer_k_quant_and_cache,deepseek_v4_pro_prefill_num_tokens4096,"index_n_heads=64, index_head_dim=128, index_topk=1024, dtype=bf16, num_tokens=4096",0.0368,0.0143,0.3886,42.77,109.91
indexer_k_quant_and_cache,glm_5.2_decode_num_tokens1,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=1",0.0355,0.0134,0.3775,0.01,0.03
indexer_k_quant_and_cache,glm_5.2_decode_num_tokens8,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=8",0.0362,0.0132,0.3646,0.08,0.23
indexer_k_quant_and_cache,glm_5.2_decode_num_tokens32,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=32",0.0350,0.0133,0.3800,0.35,0.92
indexer_k_quant_and_cache,glm_5.2_decode_num_tokens64,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=64",0.0360,0.0132,0.3667,0.68,1.86
indexer_k_quant_and_cache,glm_5.2_mixed_num_tokens128,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=128",0.0350,0.0132,0.3771,1.40,3.72
indexer_k_quant_and_cache,glm_5.2_mixed_num_tokens256,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=256",0.0363,0.0133,0.3664,2.71,7.38
indexer_k_quant_and_cache,glm_5.2_prefill_num_tokens512,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=512",0.0353,0.0133,0.3768,5.57,14.80
indexer_k_quant_and_cache,glm_5.2_prefill_num_tokens1024,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=1024",0.0359,0.0133,0.3705,10.95,29.62
indexer_k_quant_and_cache,glm_5.2_prefill_num_tokens2048,"index_n_heads=32, index_head_dim=128, index_topk=2048, dtype=bf16, num_tokens=2048",0.0354,0.0135,0.3814,22.19,58.06
