platform,backend,timestamp,operator,scenario,phase,M,N,K,num_tokens,hidden_size,eps,dtype,source,device_time_mean_ms,device_time_median_ms,device_time_min_ms,device_time_max_ms,device_time_p99_ms,device_time_std_ms,wall_time_mean_ms,accuracy_passed,error
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,llama31_8b_ffn_up_prefill_256,prefill,256,28672,4096,,,,,flashinfer-trace/gemm_n28672_k4096 (Llama-3.1-8B ffn.up_proj),0.4939,0.4938,0.4928,0.4956,0.4956,0.0006,2.8779,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,llama31_8b_ffn_up_prefill_1024,prefill,1024,28672,4096,,,,,flashinfer-trace/gemm_n28672_k4096 (Llama-3.1-8B ffn.up_proj),1.9351,1.935,1.9328,1.9386,1.9386,0.0012,4.3189,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,deepseek_v3_small_gemm_decode,decode,1,256,7168,,,,,flashinfer-trace/gemm_n256_k7168 (DeepSeek-V3),0.0099,0.0098,0.0098,0.01,0.01,0.0001,2.3543,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:12,mm,deepseek_v3_small_gemm_prefill,prefill,256,256,7168,,,,,flashinfer-trace/gemm_n256_k7168 (DeepSeek-V3),0.0172,0.0172,0.0171,0.0174,0.0174,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:19,moe_align_block_size,mixtral_moe_align_decode_b1,decode,,,,1,,,bf16,"Mixtral MoE token align, decode, batch=1",0.0073,0.0073,0.0071,0.0077,0.0077,0.0001,2.3526,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:19,moe_align_block_size,mixtral_moe_align_decode_b4,decode,,,,4,,,bf16,"Mixtral MoE token align, decode, batch=4",0.0069,0.0069,0.0067,0.007,0.007,0.0001,2.3536,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:19,moe_align_block_size,deepseek_v3_moe_align_decode_b8,decode,,,,8,,,bf16,"DeepSeek-V3 MoE token align, decode, batch=8",0.0069,0.0069,0.0068,0.007,0.007,0.0,2.3537,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:19,moe_align_block_size,mixtral_moe_align_prefill_s64,prefill,,,,64,,,bf16,"Mixtral MoE token align, prefill, seq=64",0.0077,0.0076,0.0069,0.0117,0.0117,0.0007,0.006,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:19,moe_align_block_size,mixtral_moe_align_prefill_s128,prefill,,,,128,,,bf16,"Mixtral MoE token align, prefill, seq=128",0.0076,0.0076,0.0071,0.0101,0.0101,0.0004,0.006,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:19,moe_align_block_size,deepseek_v3_moe_align_prefill_s256,prefill,,,,256,,,bf16,"DeepSeek-V3 MoE token align, prefill, seq=256",0.0077,0.0075,0.0072,0.012,0.012,0.0006,0.0059,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:19,moe_align_block_size,mixtral_moe_align_prefill_s512,prefill,,,,512,,,bf16,"Mixtral MoE token align, prefill, seq=512",0.0077,0.0076,0.0072,0.0103,0.0103,0.0005,0.0061,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:19,moe_align_block_size,deepseek_v3_moe_align_prefill_s1024,prefill,,,,1024,,,bf16,"DeepSeek-V3 MoE token align, prefill, seq=1024",0.0077,0.0077,0.0073,0.0118,0.0118,0.0005,0.0059,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:19,moe_align_block_size,mixtral_moe_align_prefill_s2048,prefill,,,,2048,,,bf16,"Mixtral MoE token align, prefill, seq=2048",0.0077,0.0076,0.0071,0.0094,0.0094,0.0003,0.006,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:29,moe_sum,deepseek_v3_moe_sum_decode_b1,decode,,,,1,7168,,bf16,"DeepSeek-V3 MoE, decode, batch=1",0.0065,0.0065,0.0065,0.0068,0.0068,0.0,2.3526,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:29,moe_sum,deepseek_v3_moe_sum_decode_b4,decode,,,,4,7168,,bf16,"DeepSeek-V3 MoE, decode, batch=4",0.0075,0.0074,0.0073,0.0082,0.0082,0.0001,2.3535,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:29,moe_sum,deepseek_v3_moe_sum_decode_b8,decode,,,,8,7168,,bf16,"DeepSeek-V3 MoE, decode, batch=8",0.0082,0.0082,0.0079,0.0085,0.0085,0.0001,2.3535,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:29,moe_sum,deepseek_v3_moe_sum_prefill_s64,prefill,,,,64,7168,,bf16,"DeepSeek-V3 MoE, prefill, seq=64",0.0225,0.0224,0.0222,0.0228,0.0228,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:29,moe_sum,deepseek_v3_moe_sum_prefill_s128,prefill,,,,128,7168,,bf16,"DeepSeek-V3 MoE, prefill, seq=128",0.0285,0.0285,0.0282,0.0289,0.0289,0.0001,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:29,moe_sum,deepseek_v3_moe_sum_prefill_s256,prefill,,,,256,7168,,bf16,"DeepSeek-V3 MoE, prefill, seq=256",0.0485,0.0485,0.0482,0.0489,0.0489,0.0001,2.4185,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:29,moe_sum,deepseek_v3_moe_sum_prefill_s512,prefill,,,,512,7168,,bf16,"DeepSeek-V3 MoE, prefill, seq=512",0.0896,0.0893,0.0891,0.0908,0.0908,0.0006,2.4846,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:29,moe_sum,deepseek_v3_moe_sum_prefill_s1024,prefill,,,,1024,7168,,bf16,"DeepSeek-V3 MoE, prefill, seq=1024",0.1698,0.1696,0.1692,0.1714,0.1714,0.0006,2.55,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:29,moe_sum,deepseek_v3_moe_sum_prefill_s2048,prefill,,,,2048,7168,,bf16,"DeepSeek-V3 MoE, prefill, seq=2048",0.3304,0.3303,0.3294,0.3318,0.3318,0.0006,2.6817,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:36,per_token_group_fp8_quant,fp8_quant_decode_b1_h7168,decode,,,,1,7168,,bf16,"FP8 quantization, decode, batch=1",0.024,0.024,0.0236,0.0243,0.0243,0.0001,2.4179,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:36,per_token_group_fp8_quant,fp8_quant_decode_b4_h7168,decode,,,,4,7168,,bf16,"FP8 quantization, decode, batch=4",0.0241,0.024,0.024,0.0244,0.0244,0.0001,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:36,per_token_group_fp8_quant,fp8_quant_decode_b8_h4096,decode,,,,8,4096,,bf16,"FP8 quantization, decode, batch=8",0.0245,0.0245,0.0243,0.0247,0.0247,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:36,per_token_group_fp8_quant,fp8_quant_prefill_s64_h7168,prefill,,,,64,7168,,bf16,"FP8 quantization, prefill, seq=64",0.0282,0.0282,0.0279,0.0286,0.0286,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:36,per_token_group_fp8_quant,fp8_quant_prefill_s128_h4096,prefill,,,,128,4096,,bf16,"FP8 quantization, prefill, seq=128",0.0299,0.0299,0.0296,0.0301,0.0301,0.0001,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:36,per_token_group_fp8_quant,fp8_quant_prefill_s256_h7168,prefill,,,,256,7168,,bf16,"FP8 quantization, prefill, seq=256",0.0513,0.0513,0.0509,0.0517,0.0517,0.0002,2.4189,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:36,per_token_group_fp8_quant,fp8_quant_prefill_s512_h4096,prefill,,,,512,4096,,bf16,"FP8 quantization, prefill, seq=512",0.0562,0.0562,0.0558,0.0566,0.0566,0.0002,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:36,per_token_group_fp8_quant,fp8_quant_prefill_s1024_h7168,prefill,,,,1024,7168,,bf16,"FP8 quantization, prefill, seq=1024",0.1448,0.1447,0.1441,0.1457,0.1457,0.0003,2.5501,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:40:36,per_token_group_fp8_quant,fp8_quant_prefill_s2048_h4096,prefill,,,,2048,4096,,bf16,"FP8 quantization, prefill, seq=2048",0.1637,0.1637,0.163,0.1646,0.1646,0.0004,2.5499,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_decode_b1,decode,,128256,,1,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=1",0.0535,0.0535,0.0531,0.054,0.054,0.0002,2.4202,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_decode_b2,decode,,128256,,2,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=2",0.0553,0.0553,0.0547,0.0563,0.0563,0.0003,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_decode_b4,decode,,128256,,4,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=4",0.0593,0.0593,0.0589,0.06,0.06,0.0002,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_decode_b8,decode,,128256,,8,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=8",0.0643,0.0643,0.0638,0.0652,0.0652,0.0002,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_decode_b16,decode,,128256,,16,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=16",0.0788,0.0788,0.0781,0.0794,0.0794,0.0003,2.4519,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_decode_b32,decode,,128256,,32,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=32",0.1119,0.1118,0.1113,0.1129,0.1129,0.0003,2.4846,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_decode_b64,decode,,128256,,64,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=64",0.161,0.161,0.16,0.162,0.162,0.0004,2.5501,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_prefill_b128,prefill,,128256,,128,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=128",0.2646,0.2644,0.2573,0.2718,0.2718,0.0032,2.6164,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_prefill_b256,prefill,,128256,,256,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=256",0.5248,0.5246,0.5215,0.5299,0.5299,0.0014,2.8779,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_prefill_b512,prefill,,128256,,512,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=512",0.9113,0.9114,0.9077,0.914,0.914,0.0013,3.271,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_prefill_b1024,prefill,,128256,,1024,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=1024",1.7061,1.706,1.7028,1.7094,1.7094,0.0013,4.058,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:16,persistent_topk,llama31_8b_topkp_prefill_b2048,prefill,,128256,,2048,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k+top-p, batch=2048",5.7772,5.7773,5.773,5.7817,5.7817,0.0018,8.181,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_decode_bs1,decode,,,,1,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, decode, batch=1",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_decode_bs2,decode,,,,2,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, decode, batch=2",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_decode_bs4,decode,,,,4,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, decode, batch=4",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_decode_bs8,decode,,,,8,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, decode, batch=8",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_decode_bs16,decode,,,,16,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, decode, batch=16",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_decode_bs32,decode,,,,32,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, decode, batch=32",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_prefill_s64,prefill,,,,64,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, prefill, seq=64",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_prefill_s128,prefill,,,,128,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, prefill, seq=128",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_prefill_s256,prefill,,,,256,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, prefill, seq=256",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_prefill_s512,prefill,,,,512,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, prefill, seq=512",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_prefill_s1024,prefill,,,,1024,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, prefill, seq=1024",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_prefill_s2048,prefill,,,,2048,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, prefill, seq=2048",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_prefill_s4096,prefill,,,,4096,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, prefill, seq=4096",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_prefill_s8192,prefill,,,,8192,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, prefill, seq=8192",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:04,rms_norm,llama31_8b_rmsnorm_prefill_s16384,prefill,,,,16384,4096,1e-6,bf16,"Llama-3.1-8B, RMSNorm, prefill, seq=16384",,,,,,,,,"rms_norm(): argument 'eps' (position 4) must be float, not str"
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:17,rope,deepseek_v3_rope_prefill,,,,,,,,bf16,,0.7261,0.7261,0.7229,0.7304,0.7304,0.0014,3.0768,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:17,rope,deepseek_v3_rope_decode,,,,,,,,bf16,,0.0149,0.0149,0.0147,0.0152,0.0152,0.0001,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:17,rope,deepseek_v3_rope_batch8,,,,,,,,bf16,,5.2833,5.2827,5.2753,5.2932,5.2932,0.0039,7.6617,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:17,rope,llama_rope_prefill,,,,,,,,bf16,,0.1323,0.1321,0.1311,0.1345,0.1345,0.0008,2.4845,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:30:17,rope,llama_rope_decode,,,,,,,,bf16,,0.0146,0.0147,0.0145,0.0149,0.0149,0.0001,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:02,router_gemm_bf16_fp32,deepseek_v3_router_prefill,,,,,2048,7168,,bf16,,0.3324,0.3325,0.3312,0.334,0.334,0.0006,2.6804,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:02,router_gemm_bf16_fp32,deepseek_v3_router_decode,,,,,1,7168,,bf16,,0.0188,0.0188,0.0185,0.019,0.019,0.0001,2.4177,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:02,router_gemm_bf16_fp32,deepseek_v3_router_batch128,,,,,128,7168,,bf16,,0.0447,0.0447,0.0443,0.0459,0.0459,0.0003,2.4185,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:02,router_gemm_bf16_fp32,moe_64experts_router,,,,,2048,4096,,bf16,,0.1231,0.1232,0.1219,0.124,0.124,0.0004,2.4845,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:02,router_gemm_bf16_fp32,moe_8experts_router,,,,,2048,4096,,bf16,,0.0897,0.0897,0.088,0.0922,0.0922,0.0005,2.484,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:39,silu_and_mul,ffn_gate_seq2048,,2048,18432,,,,,bf16,,0.3472,0.3473,0.346,0.3483,0.3483,0.0006,2.7465,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:39,silu_and_mul,ffn_gate_seq4096,,4096,18432,,,,,bf16,,0.6831,0.6832,0.682,0.6842,0.6842,0.0005,3.0743,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:39,silu_and_mul,ffn_gate_decode,,1,18432,,,,,bf16,,0.0074,0.0073,0.0073,0.0095,0.0095,0.0002,2.3523,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:39,silu_and_mul,ffn_gate_batch128,,128,18432,,,,,bf16,,0.0264,0.0264,0.0262,0.0267,0.0267,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:39,silu_and_mul,ffn_gate_with_clamp,,2048,18432,,,,,bf16,,0.3995,0.3994,0.3987,0.4006,0.4006,0.0004,2.7532,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:50,silu_and_mul_with_clamp,gemma2_9b_gating_decode_b1,decode,1,9216,,,,,bf16,"Gemma-2-9B FFN gating, decode, batch=1",0.0094,0.0094,0.0092,0.0096,0.0096,0.0001,2.3542,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:50,silu_and_mul_with_clamp,gemma2_9b_gating_decode_b4,decode,4,9216,,,,,bf16,"Gemma-2-9B FFN gating, decode, batch=4",0.0119,0.0119,0.0117,0.0123,0.0123,0.0001,2.3548,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:50,silu_and_mul_with_clamp,gemma2_9b_gating_decode_b8,decode,8,9216,,,,,bf16,"Gemma-2-9B FFN gating, decode, batch=8",0.012,0.0121,0.0117,0.0124,0.0124,0.0001,2.3543,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:50,silu_and_mul_with_clamp,gemma2_9b_gating_prefill_s64,prefill,64,9216,,,,,bf16,"Gemma-2-9B FFN gating, prefill, seq=64",0.0155,0.0154,0.0153,0.0176,0.0176,0.0002,2.4187,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:50,silu_and_mul_with_clamp,gemma2_9b_gating_prefill_s128,prefill,128,9216,,,,,bf16,"Gemma-2-9B FFN gating, prefill, seq=128",0.0206,0.0206,0.0204,0.021,0.021,0.0001,2.4192,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:50,silu_and_mul_with_clamp,gemma2_9b_gating_prefill_s256,prefill,256,9216,,,,,bf16,"Gemma-2-9B FFN gating, prefill, seq=256",0.031,0.0309,0.0306,0.0314,0.0314,0.0001,2.4189,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:50,silu_and_mul_with_clamp,gemma2_9b_gating_prefill_s512,prefill,512,9216,,,,,bf16,"Gemma-2-9B FFN gating, prefill, seq=512",0.0531,0.0529,0.0523,0.0542,0.0542,0.0004,2.4185,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:50,silu_and_mul_with_clamp,gemma2_9b_gating_prefill_s1024,prefill,1024,9216,,,,,bf16,"Gemma-2-9B FFN gating, prefill, seq=1024",0.1058,0.1057,0.105,0.1072,0.1072,0.0005,2.4834,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:37:50,silu_and_mul_with_clamp,gemma2_9b_gating_prefill_s2048,prefill,2048,9216,,,,,bf16,"Gemma-2-9B FFN gating, prefill, seq=2048",0.2066,0.2065,0.2055,0.2079,0.2079,0.0004,2.6145,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:32:11,sparse_attention,decode_b1_s1_h32_d128,,,,,,,,bf16,,0.0121,0.0121,0.0118,0.0124,0.0124,0.0001,2.3556,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:32:11,sparse_attention,decode_b8_s1_h32_d128,,,,,,,,bf16,,0.025,0.025,0.0248,0.0252,0.0252,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:32:11,sparse_attention,prefill_b1_s512_h32_d128,,,,,,,,bf16,,0.0749,0.0748,0.0744,0.0756,0.0756,0.0002,2.4199,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:32:11,sparse_attention,prefill_b1_s1024_h32_d128,,,,,,,,bf16,,0.1951,0.1933,0.1778,0.209,0.209,0.0072,2.5536,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:32:11,sparse_attention,prefill_b1_s2048_h32_d128,,,,,,,,bf16,,0.5859,0.5848,0.5491,0.6147,0.6147,0.0138,2.955,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:32:11,sparse_attention,mixed_b4_s256_h32_d128,,,,,,,,bf16,,0.0626,0.0627,0.062,0.0636,0.0636,0.0003,2.419,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:01,swiglu,llama31_8b_swiglu_decode_b1,decode,1,14336,,,,,bf16,"Llama-3.1-8B FFN, decode, batch=1",0.0075,0.0075,0.0075,0.0079,0.0079,0.0001,2.3543,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:01,swiglu,llama31_8b_swiglu_decode_b4,decode,4,14336,,,,,bf16,"Llama-3.1-8B FFN, decode, batch=4",0.0076,0.0076,0.0075,0.0078,0.0078,0.0001,2.3534,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:01,swiglu,llama31_8b_swiglu_decode_b8,decode,8,14336,,,,,bf16,"Llama-3.1-8B FFN, decode, batch=8",0.0077,0.0077,0.0075,0.0081,0.0081,0.0002,2.3541,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:01,swiglu,llama31_8b_swiglu_prefill_s64,prefill,64,14336,,,,,bf16,"Llama-3.1-8B FFN, prefill, seq=64",0.0099,0.0099,0.0097,0.0101,0.0101,0.0001,2.3543,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:01,swiglu,llama31_8b_swiglu_prefill_s128,prefill,128,14336,,,,,bf16,"Llama-3.1-8B FFN, prefill, seq=128",0.012,0.012,0.0116,0.0122,0.0122,0.0001,2.3543,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:01,swiglu,llama31_8b_swiglu_prefill_s256,prefill,256,14336,,,,,bf16,"Llama-3.1-8B FFN, prefill, seq=256",0.0167,0.0165,0.0162,0.0175,0.0175,0.0004,2.4189,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:01,swiglu,llama31_8b_swiglu_prefill_s512,prefill,512,14336,,,,,bf16,"Llama-3.1-8B FFN, prefill, seq=512",0.0311,0.0312,0.0303,0.0322,0.0322,0.0005,2.4186,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:01,swiglu,llama31_8b_swiglu_prefill_s1024,prefill,1024,14336,,,,,bf16,"Llama-3.1-8B FFN, prefill, seq=1024",0.0604,0.0605,0.0595,0.0615,0.0615,0.0006,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:01,swiglu,llama31_8b_swiglu_prefill_s2048,prefill,2048,14336,,,,,bf16,"Llama-3.1-8B FFN, prefill, seq=2048",0.1092,0.1092,0.108,0.1106,0.1106,0.0007,2.4846,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:38:01,swiglu,llama31_8b_swiglu_prefill_s4096,prefill,4096,14336,,,,,bf16,"Llama-3.1-8B FFN, prefill, seq=4096",0.2073,0.2073,0.2056,0.2089,0.2089,0.0007,2.6159,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:46,top_k_per_row_decode,llama31_8b_topk_decode_b1,decode,,,,1,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k decode, batch=1",0.0138,0.0137,0.0135,0.0143,0.0143,0.0001,2.3991,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:46,top_k_per_row_decode,llama31_8b_topk_decode_b2,decode,,,,2,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k decode, batch=2",0.0148,0.0148,0.0146,0.015,0.015,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:46,top_k_per_row_decode,llama31_8b_topk_decode_b4,decode,,,,4,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k decode, batch=4",0.0148,0.0148,0.0146,0.0149,0.0149,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:46,top_k_per_row_decode,llama31_8b_topk_decode_b8,decode,,,,8,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k decode, batch=8",0.0157,0.0157,0.0154,0.0158,0.0158,0.0001,2.4191,True,
NVIDIA NVIDIA H20,nvidia,2026-08-11T12:31:46,top_k_per_row_decode,llama31_8b_topk_decode_b16,decode,,,,16,,,bf16,"FlashInfer-Trace, Llama-3.1-8B, top-k decode, batch=16",0.0155,0.0155,0.0154,0.0156,0.0156,0.0,2.4191,True,
